date_month,localizacao
2024-02-09,"GUAJARÁ, AMAZONAS"
2024-02-10,"SÃO PAULO DE OLIVENÇA, AMAZONAS"
2024-02-13,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-02-14,"RONDON DO PARÁ, PARÁ"
2024-02-14,"CIDELÂNDIA, MARANHÃO"
2024-02-14,"CANABRAVA DO NORTE, MATO GROSSO"
2024-02-14,"SÃO JOSÉ DO XINGU, MATO GROSSO"
2024-02-15,"PALESTINA DO PARÁ, PARÁ"
2024-02-16,"SANTA MARIA DAS BARREIRAS, PARÁ"
2024-02-16,"ALENQUER, PARÁ"
2024-02-17,"APIACÁS, MATO GROSSO"
2024-02-17,"MATUPÁ, MATO GROSSO"
2024-02-17,"NOVA MONTE VERDE, MATO GROSSO"
2024-02-17,"NOVA BANDEIRANTES, MATO GROSSO"
2024-02-17,"CONFRESA, MATO GROSSO"
2024-02-18,"SÃO FRANCISCO DO GUAPORÉ, RONDÔNIA"
2024-02-21,"PLACAS, PARÁ"
2024-02-22,"ALTAMIRA, PARÁ"
2024-02-22,"PORTO DOS GAÚCHOS, MATO GROSSO"
2024-02-26,"SANTA MARIA DAS BARREIRAS, PARÁ"
2024-02-26,"QUERÊNCIA, MATO GROSSO"
2024-02-26,"RIBEIRÃO CASCALHEIRA, MATO GROSSO"
2024-02-28,"SANTA LUZIA D'OESTE, RONDÔNIA"
2024-03-01,"SINOP, MATO GROSSO"
2024-03-01,"SANTA CRUZ DO XINGU, MATO GROSSO"
2024-03-02,"ALTAMIRA, PARÁ"
2024-03-02,"ITUPIRANGA, PARÁ"
2024-03-02,"SANTANA DO ARAGUAIA, PARÁ"
2024-03-02,"MATUPÁ, MATO GROSSO"
2024-03-03,"CRUZEIRO DO SUL, ACRE"
2024-03-05,"SANTANA DO ARAGUAIA, PARÁ"
2024-03-05,"VERA, MATO GROSSO"
2024-03-05,"NOVO MUNDO, MATO GROSSO"
2024-03-06,"LÁBREA, AMAZONAS"
2024-03-06,"RURÓPOLIS, PARÁ"
2024-03-06,"NOVO REPARTIMENTO, PARÁ"
2024-03-06,"SANTANA DO ARAGUAIA, PARÁ"
2024-03-06,"NOVA SANTA HELENA, MATO GROSSO"
2024-03-07,"CONCEIÇÃO DO ARAGUAIA, PARÁ"
2024-03-07,"ITANHANGÁ, MATO GROSSO"
2024-03-08,"ALTAMIRA, PARÁ"
2024-03-08,"NOVA UBIRATÃ, MATO GROSSO"
2024-03-09,"BARRA DO BUGRES, MATO GROSSO"
2024-03-10,"PORTO VELHO, RONDÔNIA"
2024-03-10,"PIMENTA BUENO, RONDÔNIA"
2024-03-10,"UNIÃO DO SUL, MATO GROSSO"
2024-03-12,"NOVA UBIRATÃ, MATO GROSSO"
2024-03-13,"PRESIDENTE FIGUEIREDO, AMAZONAS"
2024-03-13,"SANTARÉM, PARÁ"
2024-03-13,"SANTANA DO ARAGUAIA, PARÁ"
2024-03-13,"NOVA UBIRATÃ, MATO GROSSO"
2024-03-13,"PORTO ESPERIDIÃO, MATO GROSSO"
2024-03-14,"VILA BELA DA SANTÍSSIMA TRINDADE, MATO GROSSO"
2024-03-16,"CLÁUDIA, MATO GROSSO"
2024-03-16,"NOVA LACERDA, MATO GROSSO"
2024-03-17,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-03-17,"NOVA CANAÃ DO NORTE, MATO GROSSO"
2024-03-17,"SÃO JOSÉ DO RIO CLARO, MATO GROSSO"
2024-03-18,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-03-18,"CANABRAVA DO NORTE, MATO GROSSO"
2024-03-19,"MONTE ALEGRE, PARÁ"
2024-03-21,"NOVA LACERDA, MATO GROSSO"
2024-03-24,"SÃO JOSÉ DO XINGU, MATO GROSSO"
2024-03-27,"PRESIDENTE FIGUEIREDO, AMAZONAS"
2024-03-29,"ALTO ALEGRE, RORAIMA"
2024-03-30,"BOA VISTA, RORAIMA"
2024-03-31,"PARINTINS, AMAZONAS"
2024-03-31,"CANTÁ, RORAIMA"
2024-03-31,"SANTA CRUZ DO XINGU, MATO GROSSO"
2024-01-01,"ULIANÓPOLIS, PARÁ"
2024-01-01,"PLACAS, PARÁ"
2024-01-01,"SANTA LUZIA, MARANHÃO"
2024-01-01,"CÂNDIDO MENDES, MARANHÃO"
2024-01-01,"VERA, MATO GROSSO"
2024-01-01,"ARIPUANÃ, MATO GROSSO"
2024-01-02,"MANACAPURU, AMAZONAS"
2024-01-02,"SÃO MIGUEL DO GUAMÁ, PARÁ"
2024-01-02,"GOIANÉSIA DO PARÁ, PARÁ"
2024-01-02,"INHANGAPI, PARÁ"
2024-01-02,"IPIXUNA DO PARÁ, PARÁ"
2024-01-02,"LARANJAL DO JARI, AMAPÁ"
2024-01-03,"PORTO ACRE, ACRE"
2024-01-03,"JUTAÍ, AMAZONAS"
2024-01-03,"SANTA ISABEL DO RIO NEGRO, AMAZONAS"
2024-01-03,"TEFÉ, AMAZONAS"
2024-01-03,"TOMÉ-AÇU, PARÁ"
2024-01-04,"NOVO ARIPUANÃ, AMAZONAS"
2024-01-04,"IRANDUBA, AMAZONAS"
2024-01-04,"PARINTINS, AMAZONAS"
2024-01-04,"TOMÉ-AÇU, PARÁ"
2024-01-04,"GOVERNADOR NUNES FREIRE, MARANHÃO"
2024-01-04,"SÃO VICENTE FERRER, MARANHÃO"
2024-01-05,"CRUZEIRO DO SUL, ACRE"
2024-01-05,"GARRAFÃO DO NORTE, PARÁ"
2024-01-05,"TAILÂNDIA, PARÁ"
2024-01-05,"PLACAS, PARÁ"
2024-01-05,"SÃO DOMINGOS DO CAPIM, PARÁ"
2024-01-05,"TOMÉ-AÇU, PARÁ"
2024-01-05,"XAMBIOÁ, TOCANTINS"
2024-01-05,"APICUM-AÇU, MARANHÃO"
2024-01-05,"PAULO RAMOS, MARANHÃO"
2024-01-06,"COLORADO DO OESTE, RONDÔNIA"
2024-01-06,"PIMENTEIRAS DO OESTE, RONDÔNIA"
2024-01-06,"MARAÃ, AMAZONAS"
2024-01-06,"PORTEL, PARÁ"
2024-01-06,"IRITUIA, PARÁ"
2024-01-06,"MARACANÃ, PARÁ"
2024-01-06,"GOIANÉSIA DO PARÁ, PARÁ"
2024-01-06,"PACAJÁ, PARÁ"
2024-01-06,"SANTA LUZIA, MARANHÃO"
2024-01-06,"ITINGA DO MARANHÃO, MARANHÃO"
2024-01-06,"BREJO DE AREIA, MARANHÃO"
2024-01-06,"GRAJAÚ, MARANHÃO"
2024-01-06,"ALCÂNTARA, MARANHÃO"
2024-01-06,"VITORINO FREIRE, MARANHÃO"
2024-01-06,"ARIPUANÃ, MATO GROSSO"
2024-01-06,"PORTO ESPERIDIÃO, MATO GROSSO"
2024-01-07,"VILHENA, RONDÔNIA"
2024-01-07,"SANTO ANTÔNIO DO IÇÁ, AMAZONAS"
2024-01-07,"MANACAPURU, AMAZONAS"
2024-01-07,"NOVO REPARTIMENTO, PARÁ"
2024-01-07,"BREU BRANCO, PARÁ"
2024-01-07,"ITAITUBA, PARÁ"
2024-01-07,"ITINGA DO MARANHÃO, MARANHÃO"
2024-01-08,"THEOBROMA, RONDÔNIA"
2024-01-08,"PIMENTA BUENO, RONDÔNIA"
2024-01-08,"PORTO VELHO, RONDÔNIA"
2024-01-08,"VALE DO ANARI, RONDÔNIA"
2024-01-08,"IRANDUBA, AMAZONAS"
2024-01-08,"MAUÉS, AMAZONAS"
2024-01-08,"SILVES, AMAZONAS"
2024-01-08,"MEDICILÂNDIA, PARÁ"
2024-01-08,"SENADOR JOSÉ PORFÍRIO, PARÁ"
2024-01-08,"ELDORADO DO CARAJÁS, PARÁ"
2024-01-08,"ITINGA DO MARANHÃO, MARANHÃO"
2024-01-08,"TURIAÇU, MARANHÃO"
2024-01-08,"ALTA FLORESTA, MATO GROSSO"
2024-01-09,"MACHADINHO D'OESTE, RONDÔNIA"
2024-01-09,"PARECIS, RONDÔNIA"
2024-01-09,"PIMENTA BUENO, RONDÔNIA"
2024-01-09,"AUTAZES, AMAZONAS"
2024-01-09,"AMATURÁ, AMAZONAS"
2024-01-09,"PORTEL, PARÁ"
2024-01-09,"ÓBIDOS, PARÁ"
2024-01-09,"ITAITUBA, PARÁ"
2024-01-09,"MARABÁ, PARÁ"
2024-01-09,"JURUENA, MATO GROSSO"
2024-01-09,"ALTA FLORESTA, MATO GROSSO"
2024-01-10,"MANAUS, AMAZONAS"
2024-01-10,"ACARÁ, PARÁ"
2024-01-10,"SÃO FRANCISCO DO PARÁ, PARÁ"
2024-01-10,"SÃO DOMINGOS DO CAPIM, PARÁ"
2024-01-10,"CURUÁ, PARÁ"
2024-01-10,"BOM JESUS DO TOCANTINS, PARÁ"
2024-01-10,"BUJARU, PARÁ"
2024-01-10,"BURITICUPU, MARANHÃO"
2024-01-10,"TURILÂNDIA, MARANHÃO"
2024-01-10,"ARAME, MARANHÃO"
2024-01-10,"ARIPUANÃ, MATO GROSSO"
2024-01-11,"MANAUS, AMAZONAS"
2024-01-11,"BRAGANÇA, PARÁ"
2024-01-11,"IRITUIA, PARÁ"
2024-01-11,"XINGUARA, PARÁ"
2024-01-11,"SÃO DOMINGOS DO CAPIM, PARÁ"
2024-01-11,"INHANGAPI, PARÁ"
2024-01-11,"ÁGUA AZUL DO NORTE, PARÁ"
2024-01-11,"MOJU, PARÁ"
2024-01-11,"IGARAPÉ-AÇU, PARÁ"
2024-01-11,"GOVERNADOR NUNES FREIRE, MARANHÃO"
2024-01-11,"SANTA HELENA, MARANHÃO"
2024-01-11,"PONTES E LACERDA, MATO GROSSO"
2024-01-11,"NOVA GUARITA, MATO GROSSO"
2024-01-11,"ARIPUANÃ, MATO GROSSO"
2024-01-12,"LÁBREA, AMAZONAS"
2024-01-12,"ABEL FIGUEIREDO, PARÁ"
2024-01-12,"ALENQUER, PARÁ"
2024-01-12,"AÇAILÂNDIA, MARANHÃO"
2024-01-12,"SÃO JOSÉ DO XINGU, MATO GROSSO"
2024-01-13,"RIO BRANCO, ACRE"
2024-01-13,"MÂNCIO LIMA, ACRE"
2024-01-13,"COLÍDER, MATO GROSSO"
2024-01-14,"RORAINÓPOLIS, RORAIMA"
2024-01-14,"PORTEL, PARÁ"
2024-01-14,"ALMEIRIM, PARÁ"
2024-01-14,"ITAITUBA, PARÁ"
2024-01-14,"ITINGA DO MARANHÃO, MARANHÃO"
2024-01-14,"VERA, MATO GROSSO"
2024-01-14,"SORRISO, MATO GROSSO"
2024-01-15,"NOVO ARIPUANÃ, AMAZONAS"
2024-01-15,"BORBA, AMAZONAS"
2024-01-15,"NOVO AIRÃO, AMAZONAS"
2024-01-15,"TONANTINS, AMAZONAS"
2024-01-15,"XINGUARA, PARÁ"
2024-01-15,"JACUNDÁ, PARÁ"
2024-01-15,"ALMEIRIM, PARÁ"
2024-01-15,"TAILÂNDIA, PARÁ"
2024-01-15,"CASTANHAL, PARÁ"
2024-01-15,"PARAGOMINAS, PARÁ"
2024-01-15,"VERA, MATO GROSSO"
2024-01-15,"NOVA MUTUM, MATO GROSSO"
2024-01-15,"TERRA NOVA DO NORTE, MATO GROSSO"
2024-01-15,"PORTO ALEGRE DO NORTE, MATO GROSSO"
2024-01-15,"LUCAS DO RIO VERDE, MATO GROSSO"
2024-01-15,"MATUPÁ, MATO GROSSO"
2024-01-15,"PEIXOTO DE AZEVEDO, MATO GROSSO"
2024-01-16,"SÃO PAULO DE OLIVENÇA, AMAZONAS"
2024-01-16,"ACARÁ, PARÁ"
2024-01-16,"CASTANHAL, PARÁ"
2024-01-16,"SANTARÉM, PARÁ"
2024-01-16,"MURICILÂNDIA, TOCANTINS"
2024-01-16,"PIRAQUÊ, TOCANTINS"
2024-01-16,"SANTA HELENA, MARANHÃO"
2024-01-16,"UNIÃO DO SUL, MATO GROSSO"
2024-01-16,"SÃO JOSÉ DO RIO CLARO, MATO GROSSO"
2024-01-16,"MATUPÁ, MATO GROSSO"
2024-01-16,"COMODORO, MATO GROSSO"
2024-01-16,"CONFRESA, MATO GROSSO"
2024-01-17,"SILVES, AMAZONAS"
2024-01-17,"HUMAITÁ, AMAZONAS"
2024-01-17,"NHAMUNDÁ, AMAZONAS"
2024-01-17,"GARRAFÃO DO NORTE, PARÁ"
2024-01-17,"SÃO JOÃO DE PIRABAS, PARÁ"
2024-01-17,"CAMETÁ, PARÁ"
2024-01-17,"TOMÉ-AÇU, PARÁ"
2024-01-17,"IGARAPÉ-AÇU, PARÁ"
2024-01-17,"CONCEIÇÃO DO ARAGUAIA, PARÁ"
2024-01-17,"SANTA LUZIA DO PARÁ, PARÁ"
2024-01-17,"APICUM-AÇU, MARANHÃO"
2024-01-17,"TURILÂNDIA, MARANHÃO"
2024-01-17,"BOA VISTA DO GURUPI, MARANHÃO"
2024-01-17,"APIACÁS, MATO GROSSO"
2024-01-17,"NOVA UBIRATÃ, MATO GROSSO"
2024-01-17,"CANABRAVA DO NORTE, MATO GROSSO"
2024-01-18,"SÃO MIGUEL DO GUAPORÉ, RONDÔNIA"
2024-01-18,"TABATINGA, AMAZONAS"
2024-01-18,"ACARÁ, PARÁ"
2024-01-18,"SÃO FRANCISCO DO PARÁ, PARÁ"
2024-01-18,"BUJARU, PARÁ"
2024-01-18,"ICATU, MARANHÃO"
2024-01-18,"PRESIDENTE MÉDICI, MARANHÃO"
2024-01-18,"GOVERNADOR NEWTON BELLO, MARANHÃO"
2024-01-18,"PINDARÉ-MIRIM, MARANHÃO"
2024-01-18,"CENTRO DO GUILHERME, MARANHÃO"
2024-01-18,"GODOFREDO VIANA, MARANHÃO"
2024-01-19,"IRANDUBA, AMAZONAS"
2024-01-19,"CANUTAMA, AMAZONAS"
2024-01-19,"CANAÃ DOS CARAJÁS, PARÁ"
2024-01-19,"ITAPECURU MIRIM, MARANHÃO"
2024-01-19,"GOVERNADOR NEWTON BELLO, MARANHÃO"
2024-01-19,"ARAGUANÃ, MARANHÃO"
2024-01-19,"ZÉ DOCA, MARANHÃO"
2024-01-19,"COTRIGUAÇU, MATO GROSSO"
2024-01-19,"JURUENA, MATO GROSSO"
2024-01-19,"CANABRAVA DO NORTE, MATO GROSSO"
2024-01-19,"CÁCERES, MATO GROSSO"
2024-01-19,"FIGUEIRÓPOLIS D'OESTE, MATO GROSSO"
2024-01-19,"SINOP, MATO GROSSO"
2024-01-19,"CONFRESA, MATO GROSSO"
2024-01-20,"CANDEIAS DO JAMARI, RONDÔNIA"
2024-01-20,"GUAJARÁ-MIRIM, RONDÔNIA"
2024-01-20,"SANTA ISABEL DO RIO NEGRO, AMAZONAS"
2024-01-20,"HUMAITÁ, AMAZONAS"
2024-01-20,"ULIANÓPOLIS, PARÁ"
2024-01-20,"CAPANEMA, PARÁ"
2024-01-20,"XAMBIOÁ, TOCANTINS"
2024-01-20,"NOVA SANTA HELENA, MATO GROSSO"
2024-01-20,"UNIÃO DO SUL, MATO GROSSO"
2024-01-20,"IPIRANGA DO NORTE, MATO GROSSO"
2024-01-20,"ALTA FLORESTA, MATO GROSSO"
2024-01-21,"VILHENA, RONDÔNIA"
2024-01-21,"CACHOEIRA DO PIRIÁ, PARÁ"
2024-01-21,"ITAITUBA, PARÁ"
2024-01-21,"ITAUBAL, AMAPÁ"
2024-01-21,"SANTA RITA, MARANHÃO"
2024-01-21,"FELIZ NATAL, MATO GROSSO"
2024-01-21,"BARRA DO BUGRES, MATO GROSSO"
2024-01-21,"SÃO FÉLIX DO ARAGUAIA, MATO GROSSO"
2024-01-21,"ARENÁPOLIS, MATO GROSSO"
2024-01-22,"VILHENA, RONDÔNIA"
2024-01-22,"SÃO MIGUEL DO GUAPORÉ, RONDÔNIA"
2024-01-22,"COSTA MARQUES, RONDÔNIA"
2024-01-22,"CUMARU DO NORTE, PARÁ"
2024-01-22,"GARRAFÃO DO NORTE, PARÁ"
2024-01-22,"TRAIRÃO, PARÁ"
2024-01-22,"CONCEIÇÃO DO ARAGUAIA, PARÁ"
2024-01-22,"BERNARDO SAYÃO, TOCANTINS"
2024-01-22,"ARAPOEMA, TOCANTINS"
2024-01-22,"WANDERLÂNDIA, TOCANTINS"
2024-01-22,"CÂNDIDO MENDES, MARANHÃO"
2024-01-22,"JURUENA, MATO GROSSO"
2024-01-22,"SANTA CARMEM, MATO GROSSO"
2024-01-22,"BRASNORTE, MATO GROSSO"
2024-01-22,"PARANATINGA, MATO GROSSO"
2024-01-22,"SÃO FÉLIX DO ARAGUAIA, MATO GROSSO"
2024-01-23,"MANACAPURU, AMAZONAS"
2024-01-23,"SÃO DOMINGOS DO CAPIM, PARÁ"
2024-01-23,"RURÓPOLIS, PARÁ"
2024-01-23,"WANDERLÂNDIA, TOCANTINS"
2024-01-23,"PEDRO DO ROSÁRIO, MARANHÃO"
2024-01-23,"NOVO HORIZONTE DO NORTE, MATO GROSSO"
2024-01-23,"NOVA MARINGÁ, MATO GROSSO"
2024-01-24,"VILHENA, RONDÔNIA"
2024-01-24,"RONDON DO PARÁ, PARÁ"
2024-01-24,"ITINGA DO MARANHÃO, MARANHÃO"
2024-01-24,"JUARA, MATO GROSSO"
2024-01-25,"PORTO WALTER, ACRE"
2024-01-25,"MARANHÃOZINHO, MARANHÃO"
2024-01-25,"ITINGA DO MARANHÃO, MARANHÃO"
2024-01-25,"SALTO DO CÉU, MATO GROSSO"
2024-01-26,"SANTA LUZIA, MARANHÃO"
2024-01-26,"JUNCO DO MARANHÃO, MARANHÃO"
2024-01-26,"GOVERNADOR NEWTON BELLO, MARANHÃO"
2024-01-26,"PALMEIRÂNDIA, MARANHÃO"
2024-01-26,"ALTO ALEGRE DO PINDARÉ, MARANHÃO"
2024-01-26,"ALTO PARAGUAI, MATO GROSSO"
2024-01-27,"MÂNCIO LIMA, ACRE"
2024-01-27,"TOMÉ-AÇU, PARÁ"
2024-01-27,"NOVA MARINGÁ, MATO GROSSO"
2024-01-28,"SERINGUEIRAS, RONDÔNIA"
2024-01-28,"SANTA LUZIA, MARANHÃO"
2024-01-29,"VILHENA, RONDÔNIA"
2024-01-29,"MAUÉS, AMAZONAS"
2024-01-29,"SANTA MARIA DO PARÁ, PARÁ"
2024-01-29,"BRASNORTE, MATO GROSSO"
2024-01-30,"MONTE NEGRO, RONDÔNIA"
2024-01-30,"NOVA OLINDA DO NORTE, AMAZONAS"
2024-01-30,"HUMAITÁ, AMAZONAS"
2024-01-30,"PEDRO DO ROSÁRIO, MARANHÃO"
2024-01-30,"PORTO DOS GAÚCHOS, MATO GROSSO"
2024-01-30,"FIGUEIRÓPOLIS D'OESTE, MATO GROSSO"
2024-01-30,"CLÁUDIA, MATO GROSSO"
2024-01-30,"TABAPORÃ, MATO GROSSO"
2024-01-31,"MACHADINHO D'OESTE, RONDÔNIA"
2024-01-31,"CAAPIRANGA, AMAZONAS"
2024-01-31,"BREU BRANCO, PARÁ"
2024-01-31,"PLACAS, PARÁ"
2024-01-31,"SÃO GERALDO DO ARAGUAIA, PARÁ"
2024-01-31,"RURÓPOLIS, PARÁ"
2024-01-31,"SANTA FÉ DO ARAGUAIA, TOCANTINS"
2024-01-31,"GRAJAÚ, MARANHÃO"
2024-01-31,"SÃO JOSÉ DOS QUATRO MARCOS, MATO GROSSO"
2024-01-31,"FIGUEIRÓPOLIS D'OESTE, MATO GROSSO"
2024-02-01,"PORTO DOS GAÚCHOS, MATO GROSSO"
2024-02-01,"FIGUEIRÓPOLIS D'OESTE, MATO GROSSO"
2024-02-01,"JUARA, MATO GROSSO"
2024-02-01,"TABAPORÃ, MATO GROSSO"
2024-02-02,"PORTO ESPERIDIÃO, MATO GROSSO"
2024-02-03,"COARI, AMAZONAS"
2024-02-03,"MAZAGÃO, AMAPÁ"
2024-02-03,"VILA BELA DA SANTÍSSIMA TRINDADE, MATO GROSSO"
2024-02-04,"COSTA MARQUES, RONDÔNIA"
2024-02-04,"SÃO FRANCISCO DO GUAPORÉ, RONDÔNIA"
2024-02-04,"MAUÉS, AMAZONAS"
2024-02-04,"MUANÁ, PARÁ"
2024-02-04,"VITORINO FREIRE, MARANHÃO"
2024-02-05,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-02-05,"RIO PRETO DA EVA, AMAZONAS"
2024-02-05,"GUAJARÁ, AMAZONAS"
2024-02-05,"TOMÉ-AÇU, PARÁ"
2024-02-05,"MEDICILÂNDIA, PARÁ"
2024-02-05,"VITÓRIA DO JARI, AMAPÁ"
2024-02-05,"SERRA DO NAVIO, AMAPÁ"
2024-02-06,"ALTO ALEGRE DOS PARECIS, RONDÔNIA"
2024-02-06,"MAUÉS, AMAZONAS"
2024-02-06,"GUAJARÁ, AMAZONAS"
2024-02-06,"UARINI, AMAZONAS"
2024-02-06,"BRAGANÇA, PARÁ"
2024-02-06,"CAMETÁ, PARÁ"
2024-02-06,"MEDICILÂNDIA, PARÁ"
2024-02-06,"AMAPÁ DO MARANHÃO, MARANHÃO"
2024-02-06,"CÂNDIDO MENDES, MARANHÃO"
2024-02-06,"ALTAMIRA DO MARANHÃO, MARANHÃO"
2024-02-06,"PORTO ESPERIDIÃO, MATO GROSSO"
2024-02-06,"GAÚCHA DO NORTE, MATO GROSSO"
2024-02-07,"AUTAZES, AMAZONAS"
2024-02-07,"BERURI, AMAZONAS"
2024-02-07,"CUMARU DO NORTE, PARÁ"
2024-02-07,"TERRA ALTA, PARÁ"
2024-02-07,"CAMETÁ, PARÁ"
2024-02-07,"ARAPOEMA, TOCANTINS"
2024-02-07,"GRAJAÚ, MARANHÃO"
2024-02-07,"UNIÃO DO SUL, MATO GROSSO"
2024-02-07,"LAMBARI D'OESTE, MATO GROSSO"
2024-02-08,"CANDEIAS DO JAMARI, RONDÔNIA"
2024-02-08,"NOVA MAMORÉ, RONDÔNIA"
2024-02-08,"MONTE NEGRO, RONDÔNIA"
2024-02-08,"MARECHAL THAUMATURGO, ACRE"
2024-02-08,"NOVO PROGRESSO, PARÁ"
2024-02-08,"TAILÂNDIA, PARÁ"
2024-02-08,"ALTAMIRA, PARÁ"
2024-02-08,"ITUPIRANGA, PARÁ"
2024-02-08,"GAÚCHA DO NORTE, MATO GROSSO"
2024-02-09,"CHUPINGUAIA, RONDÔNIA"
2024-02-09,"MINISTRO ANDREAZZA, RONDÔNIA"
2024-02-09,"ALTA FLORESTA D'OESTE, RONDÔNIA"
2024-02-09,"RODRIGUES ALVES, ACRE"
2024-02-09,"CANUTAMA, AMAZONAS"
2024-02-09,"ALTAMIRA, PARÁ"
2024-02-09,"GOVERNADOR NUNES FREIRE, MARANHÃO"
2024-02-09,"NOVA LACERDA, MATO GROSSO"
2024-02-09,"JAURU, MATO GROSSO"
2024-02-10,"NOVA UNIÃO, RONDÔNIA"
2024-02-10,"GOVERNADOR JORGE TEIXEIRA, RONDÔNIA"
2024-02-10,"PRESIDENTE MÉDICI, RONDÔNIA"
2024-02-10,"ARIQUEMES, RONDÔNIA"
2024-02-10,"PORTEL, PARÁ"
2024-02-10,"SANTA CARMEM, MATO GROSSO"
2024-02-10,"LAMBARI D'OESTE, MATO GROSSO"
2024-02-10,"BARRA DO BUGRES, MATO GROSSO"
2024-02-10,"MARCELÂNDIA, MATO GROSSO"
2024-02-11,"URUARÁ, PARÁ"
2024-02-12,"NOVO REPARTIMENTO, PARÁ"
2024-02-12,"CAPITÃO POÇO, PARÁ"
2024-02-12,"PLACAS, PARÁ"
2024-02-12,"GOIANÉSIA DO PARÁ, PARÁ"
2024-02-12,"MEDICILÂNDIA, PARÁ"
2024-02-12,"NOVA IPIXUNA, PARÁ"
2024-02-12,"XAMBIOÁ, TOCANTINS"
2024-02-12,"BURITICUPU, MARANHÃO"
2024-02-12,"AÇAILÂNDIA, MARANHÃO"
2024-02-13,"RONDON DO PARÁ, PARÁ"
2024-02-14,"PIMENTA BUENO, RONDÔNIA"
2024-02-14,"PORTEL, PARÁ"
2024-02-14,"RIO MARIA, PARÁ"
2024-02-14,"RURÓPOLIS, PARÁ"
2024-02-14,"SANTANA DO ARAGUAIA, PARÁ"
2024-02-14,"COLMÉIA, TOCANTINS"
2024-02-14,"NOVA GUARITA, MATO GROSSO"
2024-02-14,"CARLINDA, MATO GROSSO"
2024-02-15,"AUTAZES, AMAZONAS"
2024-02-15,"COARI, AMAZONAS"
2024-02-15,"ITAPORÃ DO TOCANTINS, TOCANTINS"
2024-02-15,"VILA BELA DA SANTÍSSIMA TRINDADE, MATO GROSSO"
2024-02-15,"MARCELÂNDIA, MATO GROSSO"
2024-02-15,"JUÍNA, MATO GROSSO"
2024-02-16,"SÃO GERALDO DO ARAGUAIA, PARÁ"
2024-02-16,"RONDON DO PARÁ, PARÁ"
2024-02-16,"ALTAMIRA, PARÁ"
2024-02-16,"COLMÉIA, TOCANTINS"
2024-02-16,"CASTANHEIRA, MATO GROSSO"
2024-02-16,"NOVA CANAÃ DO NORTE, MATO GROSSO"
2024-02-16,"COMODORO, MATO GROSSO"
2024-02-17,"BELTERRA, PARÁ"
2024-02-17,"MONTE ALEGRE, PARÁ"
2024-02-17,"PLACAS, PARÁ"
2024-02-17,"CONCEIÇÃO DO ARAGUAIA, PARÁ"
2024-02-17,"ALENQUER, PARÁ"
2024-02-17,"ARAGUAÍNA, TOCANTINS"
2024-02-17,"XAMBIOÁ, TOCANTINS"
2024-02-17,"NORTELÂNDIA, MATO GROSSO"
2024-02-17,"TERRA NOVA DO NORTE, MATO GROSSO"
2024-02-17,"CÁCERES, MATO GROSSO"
2024-02-18,"PORTO VELHO, RONDÔNIA"
2024-02-18,"BRASILÉIA, ACRE"
2024-02-18,"SÃO GABRIEL DA CACHOEIRA, AMAZONAS"
2024-02-18,"PARAUAPEBAS, PARÁ"
2024-02-18,"MOJUÍ DOS CAMPOS, PARÁ"
2024-02-18,"NOVA MARILÂNDIA, MATO GROSSO"
2024-02-19,"SANTA CARMEM, MATO GROSSO"
2024-02-20,"PORTO DE MOZ, PARÁ"
2024-02-21,"SÃO MIGUEL DO GUAMÁ, PARÁ"
2024-02-21,"SENADOR JOSÉ PORFÍRIO, PARÁ"
2024-02-21,"IGARAPÉ-AÇU, PARÁ"
2024-02-21,"TARTARUGALZINHO, AMAPÁ"
2024-02-21,"PONTES E LACERDA, MATO GROSSO"
2024-02-22,"MÂNCIO LIMA, ACRE"
2024-02-22,"AMATURÁ, AMAZONAS"
2024-02-22,"VILA BELA DA SANTÍSSIMA TRINDADE, MATO GROSSO"
2024-02-23,"CURUÁ, PARÁ"
2024-02-24,"BURITIRANA, MARANHÃO"
2024-02-25,"CANABRAVA DO NORTE, MATO GROSSO"
2024-02-26,"VERA, MATO GROSSO"
2024-02-26,"SÃO JOSÉ DO RIO CLARO, MATO GROSSO"
2024-02-26,"SÃO JOSÉ DO XINGU, MATO GROSSO"
2024-02-27,"ÓBIDOS, PARÁ"
2024-02-27,"PACAJÁ, PARÁ"
2024-02-27,"NOVA UBIRATÃ, MATO GROSSO"
2024-02-28,"ROLIM DE MOURA, RONDÔNIA"
2024-02-28,"SANTO ANTÔNIO DO IÇÁ, AMAZONAS"
2024-02-28,"NOVO PROGRESSO, PARÁ"
2024-02-28,"PRAINHA, PARÁ"
2024-02-28,"SÃO FÉLIX DO ARAGUAIA, MATO GROSSO"
2024-02-29,"CARAUARI, AMAZONAS"
2024-02-29,"APUÍ, AMAZONAS"
2024-02-29,"SANTA MARIA DAS BARREIRAS, PARÁ"
2024-02-29,"SAPUCAIA, PARÁ"
2024-02-29,"ALENQUER, PARÁ"
2024-02-29,"ITAÚBA, MATO GROSSO"
2024-02-29,"MATUPÁ, MATO GROSSO"
2024-02-29,"PEIXOTO DE AZEVEDO, MATO GROSSO"
2024-03-01,"VILHENA, RONDÔNIA"
2024-03-01,"URUARÁ, PARÁ"
2024-03-01,"TRAIRÃO, PARÁ"
