date_month,localizacao
2024-01-02,"MACATUBA, SÃO PAULO"
2024-01-02,"ARARAQUARA, SÃO PAULO"
2024-01-02,"ITAJOBI, SÃO PAULO"
2024-01-02,"PALESTINA, SÃO PAULO"
2024-01-02,"GAVIÃO PEIXOTO, SÃO PAULO"
2024-01-02,"VIRADOURO, SÃO PAULO"
2024-01-02,"NOVA GRANADA, SÃO PAULO"
2024-01-02,"SÃO CARLOS, SÃO PAULO"
2024-01-02,"MIGUELÓPOLIS, SÃO PAULO"
2024-01-02,"GAÚCHA DO NORTE, MATO GROSSO"
2024-01-02,"JATAÍ, GOIÁS"
2024-01-02,"SÃO MIGUEL DO ARAGUAIA, GOIÁS"
2024-01-02,"SÃO JOÃO D'ALIANÇA, GOIÁS"
2024-01-02,"ITAJÁ, GOIÁS"
2024-01-02,"BRASÍLIA, DISTRITO FEDERAL"
2024-01-03,"SÃO BENTO DO TOCANTINS, TOCANTINS"
2024-01-03,"ARAGUATINS, TOCANTINS"
2024-01-03,"CODÓ, MARANHÃO"
2024-01-03,"BURITI BRAVO, MARANHÃO"
2024-01-03,"URBANO SANTOS, MARANHÃO"
2024-01-03,"TIMBIRAS, MARANHÃO"
2024-01-03,"BARRA DO CORDA, MARANHÃO"
2024-01-03,"PRESIDENTE VARGAS, MARANHÃO"
2024-01-03,"CHAPADINHA, MARANHÃO"
2024-01-03,"ARAIOSES, MARANHÃO"
2024-01-03,"TUTÓIA, MARANHÃO"
2024-01-03,"RIACHO FRIO, PIAUÍ"
2024-01-03,"REDENÇÃO DO GURGUÉIA, PIAUÍ"
2024-01-03,"BARREIRAS, BAHIA"
2024-01-03,"WANDERLEY, BAHIA"
2024-01-03,"ÁGUAS DE SANTA BÁRBARA, SÃO PAULO"
2024-01-03,"VALENTIM GENTIL, SÃO PAULO"
2024-01-03,"BOTUCATU, SÃO PAULO"
2024-01-03,"HOLAMBRA, SÃO PAULO"
2024-01-03,"ÁGUA CLARA, MATO GROSSO DO SUL"
2024-01-03,"APARECIDA DO TABOADO, MATO GROSSO DO SUL"
2024-01-03,"BRASILÂNDIA, MATO GROSSO DO SUL"
2024-01-03,"ANAURILÂNDIA, MATO GROSSO DO SUL"
2024-01-03,"CASSILÂNDIA, MATO GROSSO DO SUL"
2024-01-03,"BATAGUASSU, MATO GROSSO DO SUL"
2024-01-03,"NOVA ALVORADA DO SUL, MATO GROSSO DO SUL"
2024-01-03,"DOURADOS, MATO GROSSO DO SUL"
2024-01-03,"SANTA RITA DO PARDO, MATO GROSSO DO SUL"
2024-01-03,"ANTÔNIO JOÃO, MATO GROSSO DO SUL"
2024-01-03,"PARANAÍBA, MATO GROSSO DO SUL"
2024-01-03,"PRIMAVERA DO LESTE, MATO GROSSO"
2024-01-03,"ARUANÃ, GOIÁS"
2024-01-03,"APORÉ, GOIÁS"
2024-01-03,"GUAPÓ, GOIÁS"
2024-01-03,"ITARUMÃ, GOIÁS"
2024-01-03,"CRISTALINA, GOIÁS"
2024-01-03,"RIO VERDE, GOIÁS"
2024-01-04,"MATÕES DO NORTE, MARANHÃO"
2024-01-04,"CODÓ, MARANHÃO"
2024-01-04,"ALTO PARNAÍBA, MARANHÃO"
2024-01-04,"ANAPURUS, MARANHÃO"
2024-01-04,"ALDEIAS ALTAS, MARANHÃO"
2024-01-04,"BREJO, MARANHÃO"
2024-01-04,"URBANO SANTOS, MARANHÃO"
2024-01-04,"TIMBIRAS, MARANHÃO"
2024-01-04,"SÃO JOÃO DO SOTER, MARANHÃO"
2024-01-04,"PRESIDENTE VARGAS, MARANHÃO"
2024-01-04,"SÃO BERNARDO, MARANHÃO"
2024-01-04,"PARNARAMA, MARANHÃO"
2024-01-04,"HUMBERTO DE CAMPOS, MARANHÃO"
2024-01-04,"BURITI, MARANHÃO"
2024-01-04,"SÃO FRANCISCO DO MARANHÃO, MARANHÃO"
2024-01-04,"MAGALHÃES DE ALMEIDA, MARANHÃO"
2024-01-04,"VARGEM GRANDE, MARANHÃO"
2024-01-04,"PAULO RAMOS, MARANHÃO"
2024-01-04,"MATÕES, MARANHÃO"
2024-01-04,"TUTÓIA, MARANHÃO"
2024-01-04,"PARNAÍBA, PIAUÍ"
2024-01-04,"CRISTINO CASTRO, PIAUÍ"
2024-01-04,"CAMPINA VERDE, MINAS GERAIS"
2024-01-04,"AMERICANA, SÃO PAULO"
2024-01-04,"AREALVA, SÃO PAULO"
2024-01-04,"IACANGA, SÃO PAULO"
2024-01-04,"LIMEIRA, SÃO PAULO"
2024-01-04,"ÁGUA CLARA, MATO GROSSO DO SUL"
2024-01-04,"BRASILÂNDIA, MATO GROSSO DO SUL"
2024-01-04,"MARACAJU, MATO GROSSO DO SUL"
2024-01-04,"CAMAPUÃ, MATO GROSSO DO SUL"
2024-01-04,"INOCÊNCIA, MATO GROSSO DO SUL"
2024-01-04,"NOVA ANDRADINA, MATO GROSSO DO SUL"
2024-01-04,"CASSILÂNDIA, MATO GROSSO DO SUL"
2024-01-04,"CHAPADÃO DO SUL, MATO GROSSO DO SUL"
2024-01-04,"RIO NEGRO, MATO GROSSO DO SUL"
2024-01-04,"POCONÉ, MATO GROSSO"
2024-01-04,"ITARUMÃ, GOIÁS"
2024-01-05,"COUTO MAGALHÃES, TOCANTINS"
2024-01-05,"SÃO BENTO DO TOCANTINS, TOCANTINS"
2024-01-05,"SAMBAÍBA, MARANHÃO"
2024-01-05,"CODÓ, MARANHÃO"
2024-01-05,"FERNANDO FALCÃO, MARANHÃO"
2024-01-05,"FORMOSA DA SERRA NEGRA, MARANHÃO"
2024-01-05,"BURITI BRAVO, MARANHÃO"
2024-01-05,"MATA ROMA, MARANHÃO"
2024-01-05,"COROATÁ, MARANHÃO"
2024-01-05,"LAGOA DO MATO, MARANHÃO"
2024-01-05,"ANAPURUS, MARANHÃO"
2024-01-05,"NINA RODRIGUES, MARANHÃO"
2024-01-05,"ALDEIAS ALTAS, MARANHÃO"
2024-01-05,"PORTO FRANCO, MARANHÃO"
2024-01-05,"BREJO, MARANHÃO"
2024-01-05,"BURITIRANA, MARANHÃO"
2024-01-05,"LAGO DOS RODRIGUES, MARANHÃO"
2024-01-05,"DUQUE BACELAR, MARANHÃO"
2024-01-05,"SANTO ANTÔNIO DOS LOPES, MARANHÃO"
2024-01-05,"TIMBIRAS, MARANHÃO"
2024-01-05,"BARRA DO CORDA, MARANHÃO"
2024-01-05,"PASTOS BONS, MARANHÃO"
2024-01-05,"RIBAMAR FIQUENE, MARANHÃO"
2024-01-05,"SÃO RAIMUNDO DAS MANGABEIRAS, MARANHÃO"
2024-01-05,"AMARANTE DO MARANHÃO, MARANHÃO"
2024-01-05,"MONTES ALTOS, MARANHÃO"
2024-01-05,"NOVA COLINAS, MARANHÃO"
2024-01-05,"LAJEADO NOVO, MARANHÃO"
2024-01-05,"AFONSO CUNHA, MARANHÃO"
2024-01-05,"BALSAS, MARANHÃO"
2024-01-05,"BURITI, MARANHÃO"
2024-01-05,"ÁGUA DOCE DO MARANHÃO, MARANHÃO"
2024-01-05,"SÃO BENEDITO DO RIO PRETO, MARANHÃO"
2024-01-05,"COLINAS, MARANHÃO"
2024-01-05,"GRAJAÚ, MARANHÃO"
2024-01-05,"GOVERNADOR EDISON LOBÃO, MARANHÃO"
2024-01-05,"TUTÓIA, MARANHÃO"
2024-01-05,"LUÍS CORREIA, PIAUÍ"
2024-01-05,"MONTE ALEGRE DO PIAUÍ, PIAUÍ"
2024-01-05,"PARNAÍBA, PIAUÍ"
2024-01-05,"ILHA GRANDE, PIAUÍ"
2024-01-05,"SANTA RITA DE CÁSSIA, BAHIA"
2024-01-05,"ANGICAL, BAHIA"
2024-01-05,"WANDERLEY, BAHIA"
2024-01-05,"PRATA, MINAS GERAIS"
2024-01-05,"CAMPOS GERAIS, MINAS GERAIS"
2024-01-05,"SANTA VITÓRIA, MINAS GERAIS"
2024-01-05,"ICÉM, SÃO PAULO"
2024-01-05,"SALES OLIVEIRA, SÃO PAULO"
2024-01-05,"MATÃO, SÃO PAULO"
2024-01-05,"BARRETOS, SÃO PAULO"
2024-01-05,"RIBEIRÃO PRETO, SÃO PAULO"
2024-01-05,"ALTAIR, SÃO PAULO"
2024-01-05,"GUARIBA, SÃO PAULO"
2024-01-05,"ARAMINA, SÃO PAULO"
2024-01-05,"BROTAS, SÃO PAULO"
2024-01-05,"MOGI GUAÇU, SÃO PAULO"
2024-01-05,"GUAÍRA, SÃO PAULO"
2024-01-05,"PONTAL, SÃO PAULO"
2024-01-05,"JARDINÓPOLIS, SÃO PAULO"
2024-01-05,"DOIS CÓRREGOS, SÃO PAULO"
2024-01-05,"RIBAS DO RIO PARDO, MATO GROSSO DO SUL"
2024-01-05,"ÁGUA CLARA, MATO GROSSO DO SUL"
2024-01-05,"SIDROLÂNDIA, MATO GROSSO DO SUL"
2024-01-05,"COXIM, MATO GROSSO DO SUL"
2024-01-05,"APARECIDA DO TABOADO, MATO GROSSO DO SUL"
2024-01-05,"RIO VERDE DE MATO GROSSO, MATO GROSSO DO SUL"
2024-01-05,"GUIA LOPES DA LAGUNA, MATO GROSSO DO SUL"
2024-01-05,"SÃO GABRIEL DO OESTE, MATO GROSSO DO SUL"
2024-01-05,"CORGUINHO, MATO GROSSO DO SUL"
2024-01-05,"CAMAPUÃ, MATO GROSSO DO SUL"
2024-01-05,"CASSILÂNDIA, MATO GROSSO DO SUL"
2024-01-05,"SANTA RITA DO PARDO, MATO GROSSO DO SUL"
2024-01-05,"PARAÍSO DAS ÁGUAS, MATO GROSSO DO SUL"
2024-01-05,"CHAPADÃO DO SUL, MATO GROSSO DO SUL"
2024-01-05,"RIO NEGRO, MATO GROSSO DO SUL"
2024-01-05,"BONITO, MATO GROSSO DO SUL"
2024-01-05,"NIOAQUE, MATO GROSSO DO SUL"
2024-01-05,"CAMPINÁPOLIS, MATO GROSSO"
2024-01-05,"NOVO SÃO JOAQUIM, MATO GROSSO"
2024-01-05,"JATAÍ, GOIÁS"
2024-01-05,"EDÉIA, GOIÁS"
2024-01-05,"SERRANÓPOLIS, GOIÁS"
2024-01-05,"PEROLÂNDIA, GOIÁS"
2024-01-05,"CHAPADÃO DO CÉU, GOIÁS"
2024-01-06,"COUTO MAGALHÃES, TOCANTINS"
2024-01-06,"LIZARDA, TOCANTINS"
2024-01-06,"MATEIROS, TOCANTINS"
2024-01-06,"ARAGUATINS, TOCANTINS"
2024-01-06,"AGUIARNÓPOLIS, TOCANTINS"
2024-01-06,"ARAGUAÍNA, TOCANTINS"
2024-01-06,"RIO SONO, TOCANTINS"
2024-01-06,"GUARAÍ, TOCANTINS"
2024-01-06,"PALMEIRANTE, TOCANTINS"
2024-01-06,"SAMBAÍBA, MARANHÃO"
2024-01-06,"FEIRA NOVA DO MARANHÃO, MARANHÃO"
2024-01-06,"CODÓ, MARANHÃO"
2024-01-06,"FERNANDO FALCÃO, MARANHÃO"
2024-01-06,"GOVERNADOR EUGÊNIO BARROS, MARANHÃO"
2024-01-06,"FORMOSA DA SERRA NEGRA, MARANHÃO"
2024-01-06,"PERITORÓ, MARANHÃO"
2024-01-06,"PEDREIRAS, MARANHÃO"
2024-01-06,"GOVERNADOR LUIZ ROCHA, MARANHÃO"
2024-01-06,"TUNTUM, MARANHÃO"
2024-01-06,"ITAPECURU MIRIM, MARANHÃO"
2024-01-06,"SÍTIO NOVO, MARANHÃO"
2024-01-06,"ANAPURUS, MARANHÃO"
2024-01-06,"SÃO JOÃO DO PARAÍSO, MARANHÃO"
2024-01-06,"PORTO FRANCO, MARANHÃO"
2024-01-06,"MIRADOR, MARANHÃO"
2024-01-06,"BREJO, MARANHÃO"
2024-01-06,"SÃO FÉLIX DE BALSAS, MARANHÃO"
2024-01-06,"SÃO JOÃO DO SOTER, MARANHÃO"
2024-01-06,"JATOBÁ, MARANHÃO"
2024-01-06,"COELHO NETO, MARANHÃO"
2024-01-06,"RIBAMAR FIQUENE, MARANHÃO"
2024-01-06,"LAJEADO NOVO, MARANHÃO"
2024-01-06,"AFONSO CUNHA, MARANHÃO"
2024-01-06,"BALSAS, MARANHÃO"
2024-01-06,"PARNARAMA, MARANHÃO"
2024-01-06,"CHAPADINHA, MARANHÃO"
2024-01-06,"ARAIOSES, MARANHÃO"
2024-01-06,"SÃO LUÍS GONZAGA DO MARANHÃO, MARANHÃO"
2024-01-06,"VARGEM GRANDE, MARANHÃO"
2024-01-06,"SÃO DOMINGOS DO AZEITÃO, MARANHÃO"
2024-01-06,"BARREIRINHAS, MARANHÃO"
2024-01-06,"COLINAS, MARANHÃO"
2024-01-06,"TIMON, MARANHÃO"
2024-01-06,"BACABAL, MARANHÃO"
2024-01-06,"MATÕES, MARANHÃO"
2024-01-06,"ESTREITO, MARANHÃO"
2024-01-06,"TUTÓIA, MARANHÃO"
2024-01-06,"SANTA LUZ, PIAUÍ"
2024-01-06,"BOM JESUS, PIAUÍ"
2024-01-06,"CURRAIS, PIAUÍ"
2024-01-06,"URUÇUÍ, PIAUÍ"
2024-01-06,"ALVORADA DO GURGUÉIA, PIAUÍ"
2024-01-06,"RIBEIRO GONÇALVES, PIAUÍ"
2024-01-06,"PALMEIRA DO PIAUÍ, PIAUÍ"
2024-01-06,"TERESINA, PIAUÍ"
2024-01-06,"REDENÇÃO DO GURGUÉIA, PIAUÍ"
2024-01-06,"MANOEL EMÍDIO, PIAUÍ"
2024-01-06,"PARNAÍBA, PIAUÍ"
2024-01-06,"CRISTINO CASTRO, PIAUÍ"
2024-01-06,"MANSIDÃO, BAHIA"
2024-01-06,"IBOTIRAMA, BAHIA"
2024-01-06,"JOÃO PINHEIRO, MINAS GERAIS"
2024-01-06,"UBERABA, MINAS GERAIS"
2024-01-06,"FRUTAL, MINAS GERAIS"
2024-01-06,"UNAÍ, MINAS GERAIS"
2024-01-06,"TAPIRA, MINAS GERAIS"
2024-01-06,"COMENDADOR GOMES, MINAS GERAIS"
2024-01-06,"PIRAJUBA, MINAS GERAIS"
2024-01-06,"PRATA, MINAS GERAIS"
2024-01-06,"BURITIS, MINAS GERAIS"
2024-01-06,"CAMPINA VERDE, MINAS GERAIS"
2024-01-06,"CAMPO FLORIDO, MINAS GERAIS"
2024-01-06,"PLANURA, MINAS GERAIS"
2024-01-06,"CONCEIÇÃO DAS ALAGOAS, MINAS GERAIS"
2024-01-06,"PARACATU, MINAS GERAIS"
2024-01-06,"ITUVERAVA, SÃO PAULO"
2024-01-06,"VALENTIM GENTIL, SÃO PAULO"
2024-01-06,"COLÔMBIA, SÃO PAULO"
2024-01-06,"BARRETOS, SÃO PAULO"
2024-01-06,"ORINDIÚVA, SÃO PAULO"
2024-01-06,"MORRO AGUDO, SÃO PAULO"
2024-01-06,"ÁLVARES FLORENCE, SÃO PAULO"
2024-01-06,"TAQUARITINGA, SÃO PAULO"
2024-01-06,"COLINA, SÃO PAULO"
2024-01-06,"GUAÍRA, SÃO PAULO"
2024-01-06,"MIGUELÓPOLIS, SÃO PAULO"
2024-01-06,"RIBAS DO RIO PARDO, MATO GROSSO DO SUL"
2024-01-06,"ÁGUA CLARA, MATO GROSSO DO SUL"
2024-01-06,"COXIM, MATO GROSSO DO SUL"
2024-01-06,"SÃO GABRIEL DO OESTE, MATO GROSSO DO SUL"
2024-01-06,"PARANAÍBA, MATO GROSSO DO SUL"
2024-01-06,"CAMPINÁPOLIS, MATO GROSSO"
2024-01-06,"GENERAL CARNEIRO, MATO GROSSO"
2024-01-06,"CUIABÁ, MATO GROSSO"
2024-01-06,"JUSCIMEIRA, MATO GROSSO"
2024-01-06,"POCONÉ, MATO GROSSO"
2024-01-06,"BRASNORTE, MATO GROSSO"
2024-01-06,"PRIMAVERA DO LESTE, MATO GROSSO"
2024-01-06,"NOVO SÃO JOAQUIM, MATO GROSSO"
2024-01-06,"PARANATINGA, MATO GROSSO"
2024-01-06,"TESOURO, MATO GROSSO"
2024-01-06,"DIAMANTINO, MATO GROSSO"
2024-01-06,"RONDONÓPOLIS, MATO GROSSO"
2024-01-06,"JATAÍ, GOIÁS"
2024-01-06,"ITARUMÃ, GOIÁS"
2024-01-06,"ITAJÁ, GOIÁS"
2024-01-06,"SANTA HELENA DE GOIÁS, GOIÁS"
2024-01-07,"DARCINÓPOLIS, TOCANTINS"
2024-01-07,"ARAGUACEMA, TOCANTINS"
2024-01-07,"LIZARDA, TOCANTINS"
2024-01-07,"SÃO BENTO DO TOCANTINS, TOCANTINS"
2024-01-07,"ARAGUATINS, TOCANTINS"
2024-01-07,"PORTO NACIONAL, TOCANTINS"
2024-01-07,"GOIATINS, TOCANTINS"
2024-01-07,"AGUIARNÓPOLIS, TOCANTINS"
2024-01-07,"CASEARA, TOCANTINS"
2024-01-07,"RIO SONO, TOCANTINS"
2024-01-07,"TASSO FRAGOSO, MARANHÃO"
2024-01-07,"SAMBAÍBA, MARANHÃO"
2024-01-07,"FEIRA NOVA DO MARANHÃO, MARANHÃO"
2024-01-07,"CAROLINA, MARANHÃO"
2024-01-07,"ALTO PARNAÍBA, MARANHÃO"
2024-01-07,"BURITI BRAVO, MARANHÃO"
2024-01-07,"COROATÁ, MARANHÃO"
2024-01-07,"TUNTUM, MARANHÃO"
2024-01-07,"PORTO FRANCO, MARANHÃO"
2024-01-07,"TIMBIRAS, MARANHÃO"
2024-01-07,"SÃO JOÃO DO SOTER, MARANHÃO"
2024-01-07,"BARRA DO CORDA, MARANHÃO"
2024-01-07,"SÃO JOÃO DOS PATOS, MARANHÃO"
2024-01-07,"BALSAS, MARANHÃO"
2024-01-07,"CHAPADINHA, MARANHÃO"
2024-01-07,"BAIXA GRANDE DO RIBEIRO, PIAUÍ"
2024-01-07,"CRISTALÂNDIA DO PIAUÍ, PIAUÍ"
2024-01-07,"ALVORADA DO GURGUÉIA, PIAUÍ"
2024-01-07,"REDENÇÃO DO GURGUÉIA, PIAUÍ"
2024-01-07,"CRISTINO CASTRO, PIAUÍ"
2024-01-07,"XIQUE-XIQUE, BAHIA"
2024-01-07,"WANDERLEY, BAHIA"
2024-01-07,"JABORANDI, BAHIA"
2024-01-07,"PAINS, MINAS GERAIS"
2024-01-07,"FRUTAL, MINAS GERAIS"
2024-01-07,"TUPACIGUARA, MINAS GERAIS"
2024-01-07,"UNAÍ, MINAS GERAIS"
2024-01-07,"MONTE ALEGRE DE MINAS, MINAS GERAIS"
2024-01-07,"UBERLÂNDIA, MINAS GERAIS"
2024-01-07,"PRATA, MINAS GERAIS"
2024-01-07,"CAMPINA VERDE, MINAS GERAIS"
2024-01-07,"DIAMANTINA, MINAS GERAIS"
2024-01-07,"GUARÁ, SÃO PAULO"
2024-01-07,"ITUVERAVA, SÃO PAULO"
2024-01-07,"NUPORANGA, SÃO PAULO"
2024-01-07,"COLÔMBIA, SÃO PAULO"
2024-01-07,"BARRETOS, SÃO PAULO"
2024-01-07,"PEDREGULHO, SÃO PAULO"
2024-01-07,"TRABIJU, SÃO PAULO"
2024-01-07,"VOTUPORANGA, SÃO PAULO"
2024-01-07,"COXIM, MATO GROSSO DO SUL"
2024-01-07,"BRASILÂNDIA, MATO GROSSO DO SUL"
2024-01-07,"PEDRO GOMES, MATO GROSSO DO SUL"
2024-01-07,"SELVÍRIA, MATO GROSSO DO SUL"
2024-01-07,"PARAÍSO DAS ÁGUAS, MATO GROSSO DO SUL"
2024-01-07,"CHAPADÃO DO SUL, MATO GROSSO DO SUL"
2024-01-07,"ALTO ARAGUAIA, MATO GROSSO"
2024-01-07,"PONTE BRANCA, MATO GROSSO"
2024-01-07,"TAPURAH, MATO GROSSO"
2024-01-07,"GUIRATINGA, MATO GROSSO"
2024-01-07,"NOVA XAVANTINA, MATO GROSSO"
2024-01-07,"NOVO SÃO JOAQUIM, MATO GROSSO"
2024-01-07,"DIAMANTINO, MATO GROSSO"
2024-01-07,"RONDONÓPOLIS, MATO GROSSO"
2024-01-07,"PORTO ESTRELA, MATO GROSSO"
2024-01-07,"ÁGUA BOA, MATO GROSSO"
2024-01-07,"PEDRA PRETA, MATO GROSSO"
2024-01-07,"ITIQUIRA, MATO GROSSO"
2024-01-07,"TANGARÁ DA SERRA, MATO GROSSO"
2024-01-07,"BARRO ALTO, GOIÁS"
2024-01-07,"PORTEIRÃO, GOIÁS"
2024-01-07,"GOIATUBA, GOIÁS"
2024-01-07,"MOZARLÂNDIA, GOIÁS"
2024-01-07,"PLANALTINA, GOIÁS"
2024-01-07,"SANTA RITA DO ARAGUAIA, GOIÁS"
2024-01-07,"PIRACANJUBA, GOIÁS"
2024-01-07,"APORÉ, GOIÁS"
2024-01-07,"EDÉIA, GOIÁS"
2024-01-07,"PADRE BERNARDO, GOIÁS"
2024-01-07,"NOVA CRIXÁS, GOIÁS"
2024-01-07,"VICENTINÓPOLIS, GOIÁS"
2024-01-07,"MINEIROS, GOIÁS"
2024-01-07,"TURVELÂNDIA, GOIÁS"
2024-01-07,"FORMOSA, GOIÁS"
2024-01-07,"QUIRINÓPOLIS, GOIÁS"
2024-01-07,"IPAMERI, GOIÁS"
2024-01-08,"ARAGUACEMA, TOCANTINS"
2024-01-08,"GOIATINS, TOCANTINS"
2024-01-08,"SAMBAÍBA, MARANHÃO"
2024-01-08,"JOSELÂNDIA, MARANHÃO"
2024-01-08,"CODÓ, MARANHÃO"
2024-01-08,"GOVERNADOR EUGÊNIO BARROS, MARANHÃO"
2024-01-08,"PERITORÓ, MARANHÃO"
2024-01-08,"ALDEIAS ALTAS, MARANHÃO"
2024-01-08,"GONÇALVES DIAS, MARANHÃO"
2024-01-08,"SANTO ANTÔNIO DOS LOPES, MARANHÃO"
2024-01-08,"TIMBIRAS, MARANHÃO"
2024-01-08,"CACHOEIRA GRANDE, MARANHÃO"
2024-01-08,"SÃO JOÃO DO SOTER, MARANHÃO"
2024-01-08,"BARRA DO CORDA, MARANHÃO"
2024-01-08,"GRAÇA ARANHA, MARANHÃO"
2024-01-08,"SÃO JOÃO DOS PATOS, MARANHÃO"
2024-01-08,"AFONSO CUNHA, MARANHÃO"
2024-01-08,"CHAPADINHA, MARANHÃO"
2024-01-08,"ARAIOSES, MARANHÃO"
2024-01-08,"SUCUPIRA DO RIACHÃO, MARANHÃO"
2024-01-08,"TIMON, MARANHÃO"
2024-01-08,"CAXIAS, MARANHÃO"
2024-01-08,"CURVELO, MINAS GERAIS"
2024-01-08,"FRUTAL, MINAS GERAIS"
2024-01-08,"DELTA, MINAS GERAIS"
2024-01-08,"MONTE ALEGRE DE MINAS, MINAS GERAIS"
2024-01-08,"UBERLÂNDIA, MINAS GERAIS"
2024-01-08,"CACHOEIRA DOURADA, MINAS GERAIS"
2024-01-08,"FRONTEIRA, MINAS GERAIS"
2024-01-08,"ITUVERAVA, SÃO PAULO"
2024-01-08,"VIRADOURO, SÃO PAULO"
2024-01-08,"PEDRO GOMES, MATO GROSSO DO SUL"
2024-01-08,"COSTA RICA, MATO GROSSO DO SUL"
2024-01-08,"ALTO ARAGUAIA, MATO GROSSO"
2024-01-08,"TAPURAH, MATO GROSSO"
2024-01-08,"SANTA RITA DO TRIVELATO, MATO GROSSO"
2024-01-08,"ALTO TAQUARI, MATO GROSSO"
2024-01-08,"SANTO ANTÔNIO DO LESTE, MATO GROSSO"
2024-01-08,"ALTO GARÇAS, MATO GROSSO"
2024-01-08,"PORTO ESTRELA, MATO GROSSO"
2024-01-08,"ITIQUIRA, MATO GROSSO"
2024-01-08,"TANGARÁ DA SERRA, MATO GROSSO"
2024-01-08,"PORTEIRÃO, GOIÁS"
2024-01-08,"INDIARA, GOIÁS"
2024-01-08,"EDÉIA, GOIÁS"
2024-01-08,"ITUMBIARA, GOIÁS"
2024-01-08,"CACHOEIRA ALTA, GOIÁS"
2024-01-08,"SERRANÓPOLIS, GOIÁS"
2024-01-08,"MINEIROS, GOIÁS"
2024-01-08,"TURVELÂNDIA, GOIÁS"
2024-01-08,"PEROLÂNDIA, GOIÁS"
2024-01-08,"DOVERLÂNDIA, GOIÁS"
2024-01-09,"DARCINÓPOLIS, TOCANTINS"
2024-01-09,"LIZARDA, TOCANTINS"
2024-01-09,"PEDRO AFONSO, TOCANTINS"
2024-01-09,"MIRACEMA DO TOCANTINS, TOCANTINS"
2024-01-09,"ITAPIRATINS, TOCANTINS"
2024-01-09,"ARAGUATINS, TOCANTINS"
2024-01-09,"SANTA MARIA DO TOCANTINS, TOCANTINS"
2024-01-09,"CACHOEIRINHA, TOCANTINS"
2024-01-09,"PALMAS, TOCANTINS"
2024-01-09,"BRASILÂNDIA DO TOCANTINS, TOCANTINS"
2024-01-09,"NOVA OLINDA, TOCANTINS"
2024-01-09,"GOIATINS, TOCANTINS"
2024-01-09,"PIRAQUÊ, TOCANTINS"
2024-01-09,"ARAGUAÍNA, TOCANTINS"
2024-01-09,"RIO SONO, TOCANTINS"
2024-01-09,"AXIXÁ DO TOCANTINS, TOCANTINS"
2024-01-09,"GUARAÍ, TOCANTINS"
2024-01-09,"PALMEIRANTE, TOCANTINS"
2024-01-09,"FERNANDO FALCÃO, MARANHÃO"
2024-01-09,"CAROLINA, MARANHÃO"
2024-01-09,"ALTO PARNAÍBA, MARANHÃO"
2024-01-09,"PERITORÓ, MARANHÃO"
2024-01-09,"RIACHÃO, MARANHÃO"
2024-01-09,"LAGOA DO MATO, MARANHÃO"
2024-01-09,"SÃO JOÃO DO PARAÍSO, MARANHÃO"
2024-01-09,"BREJO, MARANHÃO"
2024-01-09,"DUQUE BACELAR, MARANHÃO"
2024-01-09,"LAGO DA PEDRA, MARANHÃO"
2024-01-09,"COELHO NETO, MARANHÃO"
2024-01-09,"RIBAMAR FIQUENE, MARANHÃO"
2024-01-09,"SÃO JOÃO DOS PATOS, MARANHÃO"
2024-01-09,"JENIPAPO DOS VIEIRAS, MARANHÃO"
2024-01-09,"AFONSO CUNHA, MARANHÃO"
2024-01-09,"CHAPADINHA, MARANHÃO"
2024-01-09,"ARAIOSES, MARANHÃO"
2024-01-09,"GOVERNADOR ARCHER, MARANHÃO"
2024-01-09,"BURITI, MARANHÃO"
2024-01-09,"ÁGUA DOCE DO MARANHÃO, MARANHÃO"
2024-01-09,"VARGEM GRANDE, MARANHÃO"
2024-01-09,"SUCUPIRA DO RIACHÃO, MARANHÃO"
2024-01-09,"TIMON, MARANHÃO"
2024-01-09,"MARAJÁ DO SENA, MARANHÃO"
2024-01-09,"ESTREITO, MARANHÃO"
2024-01-09,"TUTÓIA, MARANHÃO"
2024-01-09,"PASSAGEM FRANCA, MARANHÃO"
2024-01-09,"CORRENTE, PIAUÍ"
2024-01-09,"SEBASTIÃO BARROS, PIAUÍ"
2024-01-09,"SEBASTIÃO LEAL, PIAUÍ"
2024-01-09,"RIACHO FRIO, PIAUÍ"
2024-01-09,"CURRAIS, PIAUÍ"
2024-01-09,"LUZILÂNDIA, PIAUÍ"
2024-01-09,"PARNAGUÁ, PIAUÍ"
2024-01-09,"COLÔNIA DO GURGUÉIA, PIAUÍ"
2024-01-09,"CRISTALÂNDIA DO PIAUÍ, PIAUÍ"
2024-01-09,"URUÇUÍ, PIAUÍ"
2024-01-09,"ALVORADA DO GURGUÉIA, PIAUÍ"
2024-01-09,"MONTE ALEGRE DO PIAUÍ, PIAUÍ"
2024-01-09,"TERESINA, PIAUÍ"
2024-01-09,"REDENÇÃO DO GURGUÉIA, PIAUÍ"
2024-01-09,"MANOEL EMÍDIO, PIAUÍ"
2024-01-09,"MURICI DOS PORTELAS, PIAUÍ"
2024-01-09,"ILHA GRANDE, PIAUÍ"
2024-01-09,"SANTA RITA DE CÁSSIA, BAHIA"
2024-01-09,"RIACHÃO DAS NEVES, BAHIA"
2024-01-09,"CORRENTINA, BAHIA"
2024-01-09,"FORMOSA DO RIO PRETO, BAHIA"
2024-01-09,"COTEGIPE, BAHIA"
2024-01-09,"JABORANDI, BAHIA"
